SetInfo,songName
"SET 2","Run Like an Antelope"
"SET 1","Jump Monk"
"SET 1","McGrupp and the Watchful Hosemasters"
"SET 1","The Lizards"
"SET 1",Tela
"SET 1",Wilson
"SET 1","AC/DC Bag"
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1","The Sloth"
"SET 1",Possum
"SET 1","Run Like an Antelope"
"SET 1","Suzy Greenberg"
"SET 1","Golgi Apparatus"
"SET 1","McGrupp and the Watchful Hosemasters"
"SET 1","Sneakin' Sally Through the Alley"
"SET 1","Divided Sky"
"SET 1","Boogie On Reggae Woman"
"SET 1","Timber (Jerry The Mule)"
"SET 1","The Lizards"
"SET 2",Fire
"SET 2","AC/DC Bag"
"SET 2","The Chase"
"SET 2",Possum
"SET 2","Dinner and a Movie"
"SET 2","I Didn't Know"
"SET 2","Colonel Forbin's Ascent"
"SET 2","Fly Famous Mockingbird"
"SET 1",Harpua
"SET 1",Wilson
"SET 1","Peaches en Regalia"
"SET 1","Funky Bitch"
"SET 1","Golgi Apparatus"
"SET 1","Suzy Greenberg"
"SET 1","You Enjoy Myself"
"SET 1","The Lizards"
"SET 1","Good Times Bad Times"
"SET 1","Happy Birthday to You"
"SET 1","Colonel Forbin's Ascent"
"SET 1",Icculus
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1","AC/DC Bag"
"SET 1","I Didn't Know"
"SET 1","Golgi Apparatus"
"SET 1",Fee
"SET 1","AC/DC Bag"
"SET 1",Possum
"SET 1",Fluffhead
"SET 1","Alumni Blues"
"SET 1","The Lizards"
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1","Take the 'A' Train"
"SET 1",Fire
"SET 1","You Enjoy Myself"
"SET 1",Wilson
"SET 1",Fire
"SET 1","Good Times Bad Times"
"SET 1","I Didn't Know"
"SET 1","Golgi Apparatus"
"SET 1","The Lizards"
"SET 1",Fee
"SET 1","Shaggy Dog"
"SET 1","Big Black Furry Creature from Mars"
"SET 1","You Enjoy Myself"
"SET 1","Suzy Greenberg"
"SET 1","Ya Mar"
"SET 1","AC/DC Bag"
"SET 1",Possum
"SET 1","The Ballad of Curtis Loew"
"SET 1","David Bowie"
"SET 2","Colonel Forbin's Ascent"
"SET 2","Fly Famous Mockingbird"
"SET 2",Fire
"SET 2","Alumni Blues"
"SET 2","Letter to Jimmy Page"
"SET 2","Alumni Blues"
"SET 2","Run Like an Antelope"
"SET 1",Fire
"SET 1","I Didn't Know"
"SET 1","Halley's Comet"
"SET 1","Light Up Or Leave Me Alone"
"SET 1","You Enjoy Myself"
"SET 1","The Lizards"
"SET 1","Big Black Furry Creature from Mars"
"SET 1","Jesus Just Left Chicago"
"SET 1",Fluffhead
"SET 1","Alumni Blues"
"SET 1","Letter to Jimmy Page"
"SET 1","Alumni Blues"
"SET 1","Take the 'A' Train"
"SET 1","Alumni Blues"
"SET 1","Letter to Jimmy Page"
"SET 1","Alumni Blues"
"SET 1","Golgi Apparatus"
"SET 1","You Enjoy Myself"
"SET 1","Suzy Greenberg"
"SET 1","Good Times Bad Times"
"SET 1",Fluffhead
"SET 1","Shaggy Dog"
"SET 1","The Lizards"
"SET 1","Sneakin' Sally Through the Alley"
"SET 1","AC/DC Bag"
"SET 1",Possum
"SET 2",Icculus
"SET 2","McGrupp and the Watchful Hosemasters"
"SET 2","The Curtain With"
"SET 2",Wilson
"SET 2","Peaches en Regalia"
"SET 2","Take the 'A' Train"
"SET 2","Jesus Just Left Chicago"
"SET 2","I Didn't Know"
"SET 2","Flat Fee"
"SET 2","Whipping Post"
"SET 2",Harpua
ENCORE,Fire
"SET 1","Funky Bitch"
"SET 1","Sneakin' Sally Through the Alley"
"SET 1","Alumni Blues"
"SET 1","Letter to Jimmy Page"
"SET 1","Alumni Blues"
"SET 1","You Enjoy Myself"
"SET 1","St. Thomas"
"SET 1","Golgi Apparatus"
"SET 1",Fire
"SET 2","La Grange"
"SET 2",Possum
"SET 2","The Lizards"
"SET 2","Timber (Jerry The Mule)"
"SET 2",Tela
"SET 2","Happy Birthday to You"
"SET 2",Fluffhead
"SET 2",Bike
"SET 2","Good Times Bad Times"
"SET 3","Big Leg Emma"
"SET 3","Rocky Top"
"SET 3",Cities
"SET 3","Take the 'A' Train"
"SET 3","The Curtain With"
"SET 3","Suzy Greenberg"
"SET 1","Take the 'A' Train"
"SET 1","Golgi Apparatus"
"SET 1","You Enjoy Myself"
"SET 1","Rocky Top"
"SET 1","Light Up Or Leave Me Alone"
"SET 1","I Didn't Know"
"SET 1","Peaches en Regalia"
"SET 1",Possum
"SET 1","Good Times Bad Times"
"SET 1","The Curtain With"
"SET 1","Rocky Top"
"SET 1","Funky Bitch"
"SET 1","Alumni Blues"
"SET 1","Letter to Jimmy Page"
"SET 1","Alumni Blues"
"SET 1","Peaches en Regalia"
"SET 1","Golgi Apparatus"
"SET 1","Sneakin' Sally Through the Alley"
"SET 1","Suzy Greenberg"
"SET 1",Fire
"SET 2","Jesus Just Left Chicago"
"SET 2",Fluffhead
"SET 2","Whipping Post"
"SET 3","Ya Mar"
"SET 3",Jam
"SET 3","Halley's Comet"
"SET 3","The Sloth"
"SET 3","I Didn't Know"
"SET 3","La Grange"
"SET 3",Fee
"SET 3","I Know a Little"
"SET 3","Big Black Furry Creature from Mars"
"SET 3",Corinna
"SET 3",Harpua
"SET 3","Run Like an Antelope"
"SET 1","Suzy Greenberg"
"SET 1","Alumni Blues"
"SET 1","Letter to Jimmy Page"
"SET 1","Alumni Blues"
"SET 1","You Enjoy Myself"
"SET 1",Wilson
"SET 1","Rocky Top"
"SET 1","McGrupp and the Watchful Hosemasters"
"SET 1",Fluffhead
"SET 1","Golgi Apparatus"
"SET 2","La Grange"
"SET 2",Fee
"SET 2","Timber (Jerry The Mule)"
"SET 2","I Didn't Know"
"SET 2","The Lizards"
"SET 2","AC/DC Bag"
"SET 2","The Sloth"
"SET 2",Contact
"SET 2","Dinner and a Movie"
"SET 2","Take the 'A' Train"
"SET 2","Good Times Bad Times"
"SET 2","Whipping Post"
"SET 2","Dear Mrs. Reagan"
"SET 1","The Curtain With"
"SET 1","Funky Bitch"
"SET 1",Possum
"SET 1","Golgi Apparatus"
"SET 1","La Grange"
"SET 1","Suzy Greenberg"
"SET 1","Big Leg Emma"
"SET 1","You Enjoy Myself"
"SET 2","Good Times Bad Times"
"SET 2",Cities
"SET 2","Alumni Blues"
"SET 2","Letter to Jimmy Page"
"SET 2","Alumni Blues"
"SET 2","Big Black Furry Creature from Mars"
"SET 2","Swing Low, Sweet Chariot"
"SET 2",Contact
"SET 2","Run Like an Antelope"
"SET 3","I Know a Little"
"SET 3","Mike's Song"
"SET 3",Corinna
"SET 3","Rocky Top"
"SET 3","McGrupp and the Watchful Hosemasters"
ENCORE,"Jesus Just Left Chicago"
"SET 1","Slave to the Traffic Light"
"SET 1","Peaches en Regalia"
"SET 1","You Enjoy Myself"
"SET 1",Fluffhead
"SET 1","AC/DC Bag"
"SET 1","The Lizards"
"SET 2","Halley's Comet"
"SET 2",Wilson
"SET 2","Ya Mar"
"SET 2",Jam
"SET 2","I Didn't Know"
"SET 3","Sneakin' Sally Through the Alley"
"SET 3",Tela
"SET 3",Fee
"SET 3","Golgi Apparatus"
"SET 3","Satin Doll"
"SET 3","Take the 'A' Train"
"SET 3",Possum
"SET 3","The Ballad of Curtis Loew"
"SET 3","David Bowie"
"SET 1",Fluffhead
"SET 1","Rocky Top"
"SET 1","Mustang Sally"
"SET 1","Suzy Greenberg"
"SET 1","The Curtain"
"SET 1","The Lizards"
"SET 1","Fly Famous Mockingbird"
"SET 1",Fire
"SET 2","AC/DC Bag"
"SET 2","Flat Fee"
"SET 2","Alumni Blues"
"SET 2","Letter to Jimmy Page"
"SET 2","Alumni Blues"
"SET 2","Jesus Just Left Chicago"
"SET 2","Good Times Bad Times"
"SET 2",Contact
"SET 2","Peaches en Regalia"
"SET 2","Golgi Apparatus"
"SET 3",Harpua
"SET 3","I Didn't Know"
"SET 3","Whipping Post"
"SET 1","On Your Way Down"
"SET 1","Golgi Apparatus"
"SET 1",Fee
"SET 1","Sneakin' Sally Through the Alley"
"SET 1","You Enjoy Myself"
"SET 1","The Ballad of Curtis Loew"
"SET 1",Fluffhead
"SET 1","AC/DC Bag"
"SET 1","You Enjoy Myself"
"SET 1","La Grange"
"SET 1","Shaggy Dog"
"SET 1","Golgi Apparatus"
"SET 1","I Didn't Know"
"SET 1","Sweet Georgia Brown"
"SET 1","Bold As Love"
"SET 2","Colonel Forbin's Ascent"
"SET 2","Fly Famous Mockingbird"
"SET 2","Suzy Greenberg"
"SET 2","Good Times Bad Times"
"SET 1","Satin Doll"
"SET 1","Suzy Greenberg"
"SET 1","The Curtain With"
"SET 1","Funky Bitch"
"SET 1",Fire
"SET 1","Bold As Love"
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1","Golgi Apparatus"
"SET 1","Alumni Blues"
"SET 1","Letter to Jimmy Page"
"SET 1","Alumni Blues"
ENCORE,"McGrupp and the Watchful Hosemasters"
ENCORE,"La Grange"
"SET 1",Cities
"SET 1","The Lizards"
"SET 1","Sneakin' Sally Through the Alley"
"SET 1","Good Times Bad Times"
"SET 1","Happy Birthday to You"
"SET 1","Peaches en Regalia"
"SET 1","You Enjoy Myself"
"SET 1","I Didn't Know"
"SET 2","Blue Bossa"
"SET 2","Take the 'A' Train"
"SET 2","Timber (Jerry The Mule)"
"SET 2",Fluffhead
"SET 2","Jesus Just Left Chicago"
"SET 2","Makisupa Policeman"
"SET 2","Slave to the Traffic Light"
"SET 2","AC/DC Bag"
"SET 2","Roll Like a Cantaloupe"
"SET 1",Jam
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1","Mike's Song"
"SET 1","I Am Hydrogen"
"SET 1","Weekapaug Groove"
"SET 1","The Lizards"
"SET 1","On Your Way Down"
"SET 1","AC/DC Bag"
"SET 1",Possum
"SET 1","Walk Away"
"SET 1","Bold As Love"
"SET 1","No Dogs Allowed"
"SET 1","The Sloth"
"SET 1",Fire
"SET 2","The Curtain With"
"SET 2","Dave's Energy Guide"
"SET 2","The Curtain With"
"SET 2",Wilson
"SET 2",Terrapin
"SET 2","Run Like an Antelope"
"SET 2","Satin Doll"
"SET 2","Blue Bossa"
"SET 2","La Grange"
"SET 2","Alumni Blues"
"SET 2","Letter to Jimmy Page"
"SET 2","Alumni Blues"
"SET 2","Peaches en Regalia"
"SET 3","You Enjoy Myself"
"SET 3",Contact
"SET 3","Harry Hood"
"SET 3","Dinner and a Movie"
"SET 3","Slave to the Traffic Light"
"SET 3","The Ballad of Curtis Loew"
"SET 3","Good Times Bad Times"
"SET 1","Walk Away"
"SET 1","Golgi Apparatus"
"SET 1","Funky Bitch"
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1","Sneakin' Sally Through the Alley"
"SET 1","Mike's Song"
"SET 1","I Am Hydrogen"
"SET 1","Weekapaug Groove"
"SET 1","Bold As Love"
"SET 2","Light Up Or Leave Me Alone"
"SET 2",Fluffhead
"SET 2","La Grange"
"SET 2","The Lizards"
"SET 2","Alumni Blues"
"SET 2","Letter to Jimmy Page"
"SET 2","Alumni Blues"
"SET 2","On Your Way Down"
"SET 2",Cities
"SET 2","David Bowie"
"SET 3","The Man Who Stepped Into Yesterday"
"SET 3","Avenu Malkenu"
"SET 3","Peaches en Regalia"
"SET 3","Jesus Just Left Chicago"
"SET 3","McGrupp and the Watchful Hosemasters"
"SET 3","Run Like an Antelope"
"SET 1","Mike's Song"
"SET 1","I Am Hydrogen"
"SET 1","Weekapaug Groove"
"SET 1","Bold As Love"
"SET 1","Light Up Or Leave Me Alone"
"SET 1",Fluffhead
"SET 2","Skin It Back"
"SET 2",Harpua
"SET 2","Big Black Furry Creature from Mars"
"SET 2",Sanity
ENCORE,Icculus
ENCORE,"Camel Walk"
"SET 2",Fluffhead
"SET 2","La Grange"
"SET 2","The Lizards"
"SET 2","Take the 'A' Train"
"SET 2",Corinna
"SET 2","David Bowie"
"SET 2",Fee
"SET 2","Big Black Furry Creature from Mars"
"SET 1","You Enjoy Myself"
"SET 1","Satin Doll"
"SET 1","Walk Away"
"SET 1","Sneakin' Sally Through the Alley"
"SET 1","The Curtain With"
"SET 1",Fire
"SET 2","Suzy Greenberg"
"SET 2","Skin It Back"
"SET 2","Jesus Just Left Chicago"
"SET 2","Dinner and a Movie"
"SET 2","The Sloth"
"SET 2",Icculus
"SET 2","Colonel Forbin's Ascent"
"SET 2","Fly Famous Mockingbird"
"SET 2","I Didn't Know"
"SET 2","Good Times Bad Times"
"SET 3","Rocky Top"
"SET 3","Light Up Or Leave Me Alone"
"SET 3",Contact
"SET 3","Whipping Post"
"SET 3","The Ballad of Curtis Loew"
"SET 3","Take the 'A' Train"
"SET 3","McGrupp and the Watchful Hosemasters"
"SET 3","Bold As Love"
"SET 1","All Blues"
"SET 1","Mr. P.C."
"SET 2","Funky Bitch"
"SET 2","Suzy Greenberg"
"SET 2","She Caught the Katy and Left Me a Mule to Ride"
"SET 2",Contact
"SET 2","Maiden Voyage"
"SET 2",Corinna
"SET 3","La Grange"
"SET 3","On Your Way Down"
"SET 3","Slave to the Traffic Light"
"SET 3","Timber (Jerry The Mule)"
"SET 3","Walk Away"
"SET 3",Possum
"SET 3","Sneakin' Sally Through the Alley"
"SET 3",Harpua
"SET 4",Fluffhead
"SET 4",Anarchy
"SET 4","Dear Mrs. Reagan"
"SET 4",Terrapin
"SET 4","Run Like an Antelope"
ENCORE,Fire
"SET 1",Possum
"SET 1","On Your Way Down"
"SET 1","Sneakin' Sally Through the Alley"
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1","Good Times Bad Times"
"SET 2","Suzy Greenberg"
"SET 2","Light Up Or Leave Me Alone"
"SET 2",Fee
"SET 2","La Grange"
"SET 2","Take the 'A' Train"
"SET 2","Whipping Post"
"SET 2","The Lizards"
"SET 2","I Know a Little"
"SET 2","You Enjoy Myself"
"SET 2","Jesus Just Left Chicago"
"SET 3","Peaches en Regalia"
"SET 3","Mike's Song"
"SET 3","I Am Hydrogen"
"SET 3",Fluffhead
"SET 3","Harry Hood"
"SET 3","Satin Doll"
"SET 3","Funky Bitch"
"SET 3","Walk Away"
"SET 1","The Man Who Stepped Into Yesterday"
"SET 1","Avenu Malkenu"
"SET 1","The Man Who Stepped Into Yesterday"
"SET 1","Flat Fee"
"SET 1","The Lizards"
"SET 1","McGrupp and the Watchful Hosemasters"
"SET 1","Alumni Blues"
"SET 1","Letter to Jimmy Page"
"SET 1","Alumni Blues"
"SET 1","The Sloth"
"SET 1","Take the 'A' Train"
"SET 1","Poor Heart"
"SET 1","Peaches en Regalia"
"SET 1","David Bowie"
"SET 2","Camel Walk"
"SET 2","The Curtain"
"SET 2",Wilson
"SET 2","No Dogs Allowed"
"SET 2","Dog Log"
"SET 2","Suzy Greenberg"
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2","Satin Doll"
"SET 2",Possum
"SET 3","Big Leg Emma"
"SET 3",Fee
"SET 3","Run Like an Antelope"
"SET 3","Rocky Top"
"SET 3",Tela
"SET 3","Dear Mrs. Reagan"
ENCORE,Fluffhead
"SET 1","La Grange"
"SET 1","You Enjoy Myself"
"SET 1",Cities
"SET 1","Dave's Energy Guide"
"SET 1",Cities
"SET 1","Take the 'A' Train"
"SET 1","Funky Bitch"
"SET 1","Dinner and a Movie"
"SET 1",Fire
"SET 2","Golgi Apparatus"
"SET 2","AC/DC Bag"
"SET 2","Satin Doll"
"SET 2",Sanity
"SET 2","Big Black Furry Creature from Mars"
"SET 2","Slave to the Traffic Light"
"SET 2","Alumni Blues"
"SET 2","Letter to Jimmy Page"
"SET 2","Alumni Blues"
"SET 2","The Lizards"
"SET 3","Mustang Sally"
"SET 3",Corinna
"SET 3","Walk Away"
"SET 3","Jesus Just Left Chicago"
"SET 3",Contact
"SET 3","Makisupa Policeman"
"SET 3","Whipping Post"
ENCORE,Harpua
"SET 1","Peaches en Regalia"
"SET 1","AC/DC Bag"
"SET 1","Take the 'A' Train"
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1","Light Up Or Leave Me Alone"
"SET 1","Suzy Greenberg"
"SET 1","Alumni Blues"
"SET 1","Letter to Jimmy Page"
"SET 1","Alumni Blues"
"SET 1",Fire
"SET 2",Wilson
"SET 2","Divided Sky"
"SET 2","Jesus Just Left Chicago"
"SET 2",Possum
"SET 2","Harry Hood"
"SET 2",Corinna
"SET 2","Whipping Post"
"SET 1","Take the 'A' Train"
"SET 1","Satin Doll"
"SET 1","McGrupp and the Watchful Hosemasters"
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1",Fluffhead
"SET 1",Cities
"SET 1","Dave's Energy Guide"
"SET 1",Cities
"SET 1","Suzy Greenberg"
"SET 1","The Lizards"
"SET 1","Satin Doll"
"SET 1","You Enjoy Myself"
"SET 1","Funky Bitch"
"SET 1","Walk Away"
"SET 1",Fluffhead
"SET 1","Mike's Song"
"SET 1","Take the 'A' Train"
"SET 1","Golgi Apparatus"
"SET 1",Tela
"SET 1","Poor Heart"
"SET 1","Good Times Bad Times"
"SET 1","Peaches en Regalia"
"SET 1","Walk Away"
"SET 1","Slave to the Traffic Light"
"SET 1","Wild Child"
"SET 1","AC/DC Bag"
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1","Bold As Love"
"SET 2",Possum
"SET 2","You Enjoy Myself"
"SET 2",Cities
"SET 2","Dave's Energy Guide"
"SET 2",Cities
"SET 2","Good Times Bad Times"
"SET 2","On Your Way Down"
"SET 2","Whipping Post"
"SET 1","Shaggy Dog"
"SET 1","Take the 'A' Train"
"SET 1",Fee
"SET 1","Bold As Love"
"SET 2","Timber (Jerry The Mule)"
"SET 2","Satin Doll"
"SET 2","The Lizards"
"SET 2","The Man Who Stepped Into Yesterday"
"SET 2","Avenu Malkenu"
"SET 2","Bundle of Joy"
"SET 2","Camel Walk"
"SET 2","The Practical Song"
"SET 2","Harry Hood"
"SET 2",Esther
"SET 1","Walk Away"
"SET 1","Funky Bitch"
"SET 1","You Enjoy Myself"
"SET 1","Flat Fee"
"SET 1","McGrupp and the Watchful Hosemasters"
"SET 1",Wilson
"SET 1","Peaches en Regalia"
"SET 1","Good Times Bad Times"
"SET 2","Ride Captain Ride"
"SET 2","Boogie On Reggae Woman"
"SET 2",Cities
"SET 2","Dave's Energy Guide"
"SET 2",Cities
"SET 2","Run Like an Antelope"
"SET 2",Fluffhead
"SET 3",Jam
"SET 3","Andy's Chest"
"SET 3","Big Black Furry Creature from Mars"
"SET 3","Dave's Energy Guide"
"SET 3","Big Black Furry Creature from Mars"
"SET 3",Sanity
"SET 3",Jam
"SET 3",Fire
"SET 1","McGrupp and the Watchful Hosemasters"
"SET 1","Take the 'A' Train"
"SET 1",Fluffhead
"SET 1","You Enjoy Myself"
"SET 1","David Bowie"
"SET 1","Golgi Apparatus"
"SET 1","On Your Way Down"
"SET 1","Alumni Blues"
"SET 1","Letter to Jimmy Page"
"SET 1","Alumni Blues"
"SET 1","You Enjoy Myself"
"SET 1",Wilson
"SET 1","Peaches en Regalia"
"SET 1","La Grange"
"SET 1","Take the 'A' Train"
"SET 1","Divided Sky"
"SET 1","Bold As Love"
"SET 2","David Bowie"
"SET 2","The Lizards"
"SET 2","Walk Away"
"SET 2",Possum
"SET 2",Fee
"SET 2",Sparks
"SET 2","Whipping Post"
"SET 3","Good Times Bad Times"
"SET 3",Fluffhead
"SET 3","The Curtain"
"SET 3","AC/DC Bag"
"SET 3","Dinner and a Movie"
"SET 3",Contact
"SET 3","Big Black Furry Creature from Mars"
"SET 1","Suzy Greenberg"
"SET 1","The Lizards"
"SET 1","Time Loves a Hero"
"SET 1","Golgi Apparatus"
"SET 1","Bold As Love"
"SET 1","La Grange"
"SET 1",Contact
"SET 1","Costume Contest"
"SET 1","Harry Hood"
"SET 2","Halley's Comet"
"SET 2","Whipping Post"
"SET 2",Fee
"SET 2","Alumni Blues"
"SET 2","Letter to Jimmy Page"
"SET 2","Alumni Blues"
"SET 2","Walk Away"
"SET 2","Divided Sky"
"SET 2","The Ballad of Curtis Loew"
"SET 2","Mike's Song"
"SET 2","Take the 'A' Train"
"SET 2",Fire
"SET 3",Fluffhead
"SET 3","AC/DC Bag"
"SET 3",Foam
"SET 3",Terrapin
"SET 3","Big Black Furry Creature from Mars"
"SET 3","Timber (Jerry The Mule)"
"SET 3","Slave to the Traffic Light"
"SET 3","Donna Lee"
"SET 3","Run Like an Antelope"
"SET 3","I Didn't Know"
"SET 3",Wilson
"SET 3","Peaches en Regalia"
"SET 3","Funky Bitch"
"SET 1",Fire
"SET 1","Golgi Apparatus"
"SET 1",Fluffhead
"SET 1",Possum
"SET 1",Fee
"SET 1","Alumni Blues"
"SET 1","Letter to Jimmy Page"
"SET 1","Alumni Blues"
"SET 1","Good Times Bad Times"
"SET 2","Time Loves a Hero"
"SET 2","Walk Away"
"SET 2","The Lizards"
"SET 2","Shaggy Dog"
"SET 2","Whipping Post"
"SET 2",Contact
"SET 2","Bold As Love"
"SET 2","Take the 'A' Train"
"SET 2","Run Like an Antelope"
"SET 3","Suzy Greenberg"
"SET 3",Foam
"SET 3","I Didn't Know"
"SET 3","Big Black Furry Creature from Mars"
"SET 3",Harpua
"SET 3","David Bowie"
"SET 1","Mike's Song"
"SET 1","Slave to the Traffic Light"
"SET 1","Time Loves a Hero"
"SET 1",Fire
"SET 1","You Enjoy Myself"
"SET 1",Possum
"SET 1","Take the 'A' Train"
"SET 1","Golgi Apparatus"
"SET 1","Walk Away"
"SET 1",Fluffhead
"SET 1","Alumni Blues"
"SET 1","Letter to Jimmy Page"
"SET 1","Alumni Blues"
"SET 1","David Bowie"
"SET 2",Wilson
"SET 2","Peaches en Regalia"
"SET 2","Bold As Love"
"SET 2","The Lizards"
"SET 2","AC/DC Bag"
"SET 2",Fee
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2","I Didn't Know"
"SET 2","Good Times Bad Times"
"SET 3",Icculus
"SET 3","Suzy Greenberg"
"SET 3",Sparks
"SET 3","Divided Sky"
"SET 1","I Didn't Know"
"SET 1","Good Times Bad Times"
"SET 1","You Enjoy Myself"
"SET 1",Possum
"SET 1",Fluffhead
"SET 1","Take the 'A' Train"
"SET 1","David Bowie"
"SET 2","Golgi Apparatus"
"SET 2","Colonel Forbin's Ascent"
"SET 2","Fly Famous Mockingbird"
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 3","Mr. P.C."
"SET 3",Fee
"SET 3","Bold As Love"
"SET 3","The Lizards"
"SET 3","Whipping Post"
"SET 1","The Sloth"
"SET 1","Golgi Apparatus"
"SET 1","Bold As Love"
"SET 1","Take the 'A' Train"
"SET 1","Divided Sky"
"SET 1",Contact
"SET 1","You Enjoy Myself"
"SET 2","I Didn't Know"
"SET 2","Good Times Bad Times"
"SET 2","Alumni Blues"
"SET 2","The Lizards"
"SET 2","AC/DC Bag"
"SET 2","Suzy Greenberg"
"SET 2","Run Like an Antelope"
"SET 2",Wilson
"SET 1","Take the 'A' Train"
"SET 1","I Didn't Know"
"SET 1","Golgi Apparatus"
"SET 1","David Bowie"
"SET 1","The Lizards"
"SET 1",Foam
"SET 1",Fee
"SET 1","Mike's Song"
"SET 1","I Am Hydrogen"
"SET 1","Weekapaug Groove"
"SET 1",Wilson
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 2","Alumni Blues"
"SET 2","Letter to Jimmy Page"
"SET 2","Alumni Blues"
"SET 2","You Enjoy Myself"
"SET 2",Contact
"SET 2","The Sloth"
"SET 2","AC/DC Bag"
"SET 2",Possum
"SET 2","Good Times Bad Times"
ENCORE,"Run Like an Antelope"
"SET 1","Divided Sky"
"SET 1","You Enjoy Myself"
"SET 1","Slave to the Traffic Light"
"SET 1",Foam
"SET 1",Possum
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1","David Bowie"
"SET 1","Dear Mrs. Reagan"
"SET 1","I Didn't Know"
"SET 1","Golgi Apparatus"
"SET 1","Alumni Blues"
"SET 1","Letter to Jimmy Page"
"SET 1","Alumni Blues"
"SET 1","You Enjoy Myself"
"SET 1","The Lizards"
"SET 1","Take the 'A' Train"
"SET 1",Sanity
"SET 1","Divided Sky"
"SET 1",Fee
"SET 1","Good Times Bad Times"
"SET 2","Suzy Greenberg"
"SET 2",Icculus
"SET 2","Colonel Forbin's Ascent"
"SET 2","Fly Famous Mockingbird"
"SET 2","The Sloth"
"SET 2",Possum
"SET 2",Contact
"SET 2","Big Black Furry Creature from Mars"
"SET 2",Foam
"SET 2","David Bowie"
ENCORE,"AC/DC Bag"
ENCORE,Fire
"SET 1","Suzy Greenberg"
"SET 1","The Curtain"
"SET 1",Wilson
"SET 1","Peaches en Regalia"
"SET 1",Fee
"SET 1","La Grange"
"SET 1","You Enjoy Myself"
"SET 2","All Blues"
"SET 2",Sanity
"SET 2","Take the 'A' Train"
"SET 2","Golgi Apparatus"
"SET 2","Divided Sky"
"SET 2","On Your Way Down"
"SET 2","I Didn't Know"
"SET 3","Good Times Bad Times"
"SET 3","Walk Away"
"SET 3","Harry Hood"
"SET 3","Big Black Furry Creature from Mars"
"SET 3","The Ballad of Curtis Loew"
"SET 3","Colonel Forbin's Ascent"
